Datetime,Position,Close,Signal-10 PnL,Short,Long,Capital,,Backtest,,
2021-12-06 14:30:00+00:00,Long,15763.28613,-47.37597656,-47.37597656,0,15724.36621,,,,
2021-12-06 17:30:00+00:00,Short,15871.79688,108.5107422,0,108.5107422,15832.87695,,,,
2021-12-06 18:30:00+00:00,Long,15885.18848,-13.39160156,-13.39160156,0,15819.48535,,,,
2021-12-07 14:30:00+00:00,Short,16238.51758,353.3291016,0,353.3291016,16172.81445,,,,
2021-12-09 16:30:00+00:00,Long,16279.8291,-41.31152344,-41.31152344,0,16131.50293,,,,
2021-12-13 19:30:00+00:00,Short,16156.13379,-123.6953125,0,-123.6953125,16007.80762,,,,
2021-12-14 14:30:00+00:00,Long,15921.87695,234.2568359,234.2568359,0,16242.06445,,,,
2021-12-15 19:30:00+00:00,Short,16205.85352,283.9765625,0,283.9765625,16526.04102,,,,
2021-12-17 19:30:00+00:00,Long,15844.74902,361.1044922,361.1044922,0,16887.14551,,,,
2021-12-21 16:30:00+00:00,Short,15843.6416,-1.107421875,0,-1.107421875,16886.03809,,,,
2021-12-29 16:30:00+00:00,Long,16429.56641,-585.9248047,-585.9248047,0,16300.11328,,,,
2021-12-29 17:30:00+00:00,Short,16446.9043,17.33789063,0,17.33789063,16317.45117,,,,
2021-12-31 14:30:00+00:00,Long,16405.94727,40.95703125,40.95703125,0,16358.4082,,,,
2021-12-31 15:30:00+00:00,Short,16404.13086,-1.81640625,0,-1.81640625,16356.5918,,,,
2021-12-31 16:30:00+00:00,Long,16366.51855,37.61230469,37.61230469,0,16394.2041,,,,
2021-12-31 17:30:00+00:00,Short,16390.68945,24.17089844,0,24.17089844,16418.375,,,,
2021-12-31 18:30:00+00:00,Long,16367.27344,23.41601563,23.41601563,0,16441.79102,,,,
2022-01-11 15:30:00+00:00,Short,15759.6875,-607.5859375,0,-607.5859375,15834.20508,,,,
2022-01-11 16:30:00+00:00,Long,15759.94043,-0.252929688,-0.252929688,0,15833.95215,,,,
2022-01-11 17:30:00+00:00,Short,15795.54395,35.60351563,0,35.60351563,15869.55566,,,,
2022-01-13 16:30:00+00:00,Long,15646.05176,149.4921875,149.4921875,0,16019.04785,,,,
2022-01-25 19:30:00+00:00,Short,14224.12207,-1421.929688,0,-1421.929688,14597.11816,,,,
2022-01-25 20:30:00+00:00,Long,14154.7168,69.40527344,69.40527344,0,14666.52344,,,,
2022-01-26 14:30:00+00:00,Short,14395.7207,241.0039063,0,241.0039063,14907.52734,,,,
2022-01-26 19:30:00+00:00,Long,14179.67285,216.0478516,216.0478516,0,15123.5752,,,,
2022-01-28 19:30:00+00:00,Short,14270.75195,91.07910156,0,91.07910156,15214.6543,,,,
2022-02-03 16:30:00+00:00,Long,14692.77148,-422.0195313,-422.0195313,0,14792.63477,,,,
2022-02-07 18:30:00+00:00,Short,14698.66211,5.890625,0,5.890625,14798.52539,,,,
2022-02-07 19:30:00+00:00,Long,14651.98145,46.68066406,46.68066406,0,14845.20605,,,,
2022-02-07 20:30:00+00:00,Short,14573.06641,-78.91503906,0,-78.91503906,14766.29102,,,,
2022-02-10 20:30:00+00:00,Long,14704.51758,-131.4511719,-131.4511719,0,14634.83984,,,,
2022-02-15 18:30:00+00:00,Short,14553.81934,-150.6982422,0,-150.6982422,14484.1416,,,,
2022-02-17 14:30:00+00:00,Long,14351.35156,202.4677734,202.4677734,0,14686.60938,,,,
2022-02-24 20:30:00+00:00,Short,13970.5,-380.8515625,0,-380.8515625,14305.75781,,,,
2022-03-01 16:30:00+00:00,Long,14066.08691,-95.58691406,-95.58691406,0,14210.1709,,,,
2022-03-01 17:30:00+00:00,Short,13984.12988,-81.95703125,0,-81.95703125,14128.21387,,,,
2022-03-01 19:30:00+00:00,Long,13990.69043,-6.560546875,-6.560546875,0,14121.65332,,,,
2022-03-02 14:30:00+00:00,Short,14086.14551,95.45507813,0,95.45507813,14217.1084,,,,
2022-03-02 15:30:00+00:00,Long,14176.66504,-90.51953125,-90.51953125,0,14126.58887,,,,
2022-03-02 16:30:00+00:00,Short,14185.78027,9.115234375,0,9.115234375,14135.7041,,,,
2022-03-03 14:30:00+00:00,Long,14150.54492,35.23535156,35.23535156,0,14170.93945,,,,
2022-03-03 15:30:00+00:00,Short,14109.90723,-40.63769531,0,-40.63769531,14130.30176,,,,
2022-03-03 16:30:00+00:00,Long,14062.83008,47.07714844,47.07714844,0,14177.37891,,,,
2022-03-03 17:30:00+00:00,Short,14183.96777,121.1376953,0,121.1376953,14298.5166,,,,
2022-03-04 14:30:00+00:00,Long,13831.83008,352.1376953,352.1376953,0,14650.6543,,,,
2022-03-09 16:30:00+00:00,Short,13675.08691,-156.7431641,0,-156.7431641,14493.91113,,,,
2022-03-10 16:30:00+00:00,Long,13493.14551,181.9414063,181.9414063,0,14675.85254,,,,
2022-03-10 18:30:00+00:00,Short,13590.18555,97.04003906,0,97.04003906,14772.89258,,,,
2022-03-11 14:30:00+00:00,Long,13546.91797,43.26757813,43.26757813,0,14816.16016,,,,
2022-03-15 18:30:00+00:00,Short,13439.49805,-107.4199219,0,-107.4199219,14708.74023,,,,
2022-03-23 19:30:00+00:00,Long,14448.19922,-1008.701172,-1008.701172,0,13700.03906,,,,
2022-03-24 18:30:00+00:00,Short,14724.61328,276.4140625,0,276.4140625,13976.45313,,,,
2022-03-25 14:30:00+00:00,Long,14598.31934,126.2939453,126.2939453,0,14102.74707,,,,
2022-03-25 15:30:00+00:00,Short,14653.31543,54.99609375,0,54.99609375,14157.74316,,,,
2022-03-31 13:30:00+00:00,Long,15011.80273,-358.4873047,-358.4873047,0,13799.25586,,,,
2022-03-31 14:30:00+00:00,Short,15026.56543,14.76269531,0,14.76269531,13814.01855,,,,
2022-03-31 15:30:00+00:00,Long,14998.84863,27.71679688,27.71679688,0,13841.73535,,,,
2022-03-31 16:30:00+00:00,Short,15003.32617,4.477539063,0,4.477539063,13846.21289,,,,
2022-03-31 17:30:00+00:00,Long,14989.37793,13.94824219,13.94824219,0,13860.16113,,,,
2022-04-04 13:30:00+00:00,Short,15038.46387,49.0859375,0,49.0859375,13909.24707,,,,
2022-04-05 18:30:00+00:00,Long,14819.26465,219.1992188,219.1992188,0,14128.44629,,,,
2022-04-08 13:30:00+00:00,Short,14404.37109,-414.8935547,0,-414.8935547,13713.55273,,,,
2022-04-08 19:30:00+00:00,Long,14330.80566,73.56542969,73.56542969,0,13787.11816,,,,
2022-04-13 14:30:00+00:00,Short,14152.6123,-178.1933594,0,-178.1933594,13608.9248,,,,
2022-04-13 15:30:00+00:00,Long,14161.33105,-8.71875,-8.71875,0,13600.20605,,,,
2022-04-13 16:30:00+00:00,Short,14177.60059,16.26953125,0,16.26953125,13616.47559,,,,
2022-04-14 14:30:00+00:00,Long,14074.39258,103.2080078,103.2080078,0,13719.68359,,,,
2022-04-14 15:30:00+00:00,Short,13986.6377,-87.75488281,0,-87.75488281,13631.92871,,,,
2022-04-18 13:30:00+00:00,Long,13976.67578,9.961914063,9.961914063,0,13641.89063,,,,
2022-04-19 14:30:00+00:00,Short,14165.31445,188.6386719,0,188.6386719,13830.5293,,,,
2022-04-19 17:30:00+00:00,Long,14123.19238,42.12207031,42.12207031,0,13872.65137,,,,
2022-04-19 18:30:00+00:00,Short,14213.81934,90.62695313,0,90.62695313,13963.27832,,,,
2022-04-21 14:30:00+00:00,Long,14083.51465,130.3046875,130.3046875,0,14093.58301,,,,
2022-04-28 16:30:00+00:00,Short,13410.22949,-673.2851563,0,-673.2851563,13420.29785,,,,
2022-04-29 17:30:00+00:00,Long,13021.59375,388.6357422,388.6357422,0,13808.93359,,,,
2022-05-02 13:30:00+00:00,Short,12984.37109,-37.22265625,0,-37.22265625,13771.71094,,,,
2022-05-02 14:30:00+00:00,Long,12862.32324,122.0478516,122.0478516,0,13893.75879,,,,
2022-05-03 19:30:00+00:00,Short,13085.98438,223.6611328,0,223.6611328,14117.41992,,,,
2022-05-04 13:30:00+00:00,Long,12962.97754,123.0068359,123.0068359,0,14240.42676,,,,
2022-05-04 15:30:00+00:00,Short,13059.86426,96.88671875,0,96.88671875,14337.31348,,,,
2022-05-05 14:30:00+00:00,Long,12914.92578,144.9384766,144.9384766,0,14482.25195,,,,
2022-05-06 13:30:00+00:00,Short,12719.82422,-195.1015625,0,-195.1015625,14287.15039,,,,
2022-05-06 14:30:00+00:00,Long,12883.73438,-163.9101563,-163.9101563,0,14123.24023,,,,
2022-05-11 13:30:00+00:00,Short,12386.61035,-497.1240234,0,-497.1240234,13626.11621,,,,
2022-05-11 15:30:00+00:00,Long,12210.27246,176.3378906,176.3378906,0,13802.4541,,,,
2022-05-13 13:30:00+00:00,Short,12323.82422,113.5517578,0,113.5517578,13916.00586,,,,
2022-05-17 13:30:00+00:00,Long,12406.97266,-83.1484375,-83.1484375,0,13832.85742,,,,
2022-05-17 14:30:00+00:00,Short,12436.50684,29.53417969,0,29.53417969,13862.3916,,,,
2022-05-17 18:30:00+00:00,Long,12559.26855,-122.7617188,-122.7617188,0,13739.62988,,,,
2022-05-17 19:30:00+00:00,Short,12566.5,7.231445313,0,7.231445313,13746.86133,,,,
2022-05-18 13:30:00+00:00,Long,12305.83105,260.6689453,260.6689453,0,14007.53027,,,,
2022-05-20 19:30:00+00:00,Short,11835.84473,-469.9863281,0,-469.9863281,13537.54395,,,,
2022-05-24 13:30:00+00:00,Long,11648.92773,186.9169922,186.9169922,0,13724.46094,,,,
2022-05-24 14:30:00+00:00,Short,11655.86719,6.939453125,0,6.939453125,13731.40039,,,,
2022-05-24 19:30:00+00:00,Long,11778.65332,-122.7861328,-122.7861328,0,13608.61426,,,,
2022-05-25 13:30:00+00:00,Short,11883.97852,105.3251953,0,105.3251953,13713.93945,,,,
2022-05-25 15:30:00+00:00,Long,11806.33691,77.64160156,77.64160156,0,13791.58105,,,,
2022-05-25 16:30:00+00:00,Short,11829.44434,23.10742188,0,23.10742188,13814.68848,,,,
2022-05-25 17:30:00+00:00,Long,11934.73828,-105.2939453,-105.2939453,0,13709.39453,,,,
2022-05-25 18:30:00+00:00,Short,11990.42285,55.68457031,0,55.68457031,13765.0791,,,,
2022-06-01 13:30:00+00:00,Long,12617.33496,-626.9121094,-626.9121094,0,13138.16699,,,,
2022-06-02 14:30:00+00:00,Short,12671.39746,54.0625,0,54.0625,13192.22949,,,,
2022-06-06 15:30:00+00:00,Long,12557.29395,114.1035156,114.1035156,0,13306.33301,,,,
2022-06-07 14:30:00+00:00,Short,12597.76855,40.47460938,0,40.47460938,13346.80762,,,,
2022-06-07 15:30:00+00:00,Long,12582.77246,14.99609375,14.99609375,0,13361.80371,,,,
2022-06-07 16:30:00+00:00,Short,12650.23633,67.46386719,0,67.46386719,13429.26758,,,,
2022-06-08 13:30:00+00:00,Long,12726.22266,-75.98632813,-75.98632813,0,13353.28125,,,,
2022-06-08 14:30:00+00:00,Short,12758.49609,32.2734375,0,32.2734375,13385.55469,,,,
2022-06-09 14:30:00+00:00,Long,12557.0625,201.4335938,201.4335938,0,13586.98828,,,,
2022-06-15 13:30:00+00:00,Short,11487.51563,-1069.546875,0,-1069.546875,12517.44141,,,,
2022-06-16 13:30:00+00:00,Long,11208.71191,278.8037109,278.8037109,0,12796.24512,,,,
2022-06-16 15:30:00+00:00,Short,11159.72754,-48.984375,0,-48.984375,12747.26074,,,,
2022-06-16 16:30:00+00:00,Long,11183.63965,-23.91210938,-23.91210938,0,12723.34863,,,,
2022-06-21 13:30:00+00:00,Short,11597.34375,413.7041016,0,413.7041016,13137.05273,,,,
2022-06-23 16:30:00+00:00,Long,11543.31738,54.02636719,54.02636719,0,13191.0791,,,,
2022-06-23 17:30:00+00:00,Short,11609.39258,66.07519531,0,66.07519531,13257.1543,,,,
2022-06-28 15:30:00+00:00,Long,11773.36328,-163.9707031,-163.9707031,0,13093.18359,,,,
2022-06-30 18:30:00+00:00,Short,11521.23438,-252.1289063,0,-252.1289063,12841.05469,,,,
2022-06-30 19:30:00+00:00,Long,11507.52148,13.71289063,13.71289063,0,12854.76758,,,,
2022-07-01 15:30:00+00:00,Short,11459.27637,-48.24511719,0,-48.24511719,12806.52246,,,,
2022-07-01 16:30:00+00:00,Long,11446.3291,12.94726563,12.94726563,0,12819.46973,,,,
2022-07-01 17:30:00+00:00,Short,11516.48828,70.15917969,0,70.15917969,12889.62891,,,,
2022-07-05 14:30:00+00:00,Long,11467.57813,48.91015625,48.91015625,0,12938.53906,,,,
2022-07-05 15:30:00+00:00,Short,11604.49316,136.9150391,0,136.9150391,13075.4541,,,,
2022-07-11 13:30:00+00:00,Long,11884.9502,-280.4570313,-280.4570313,0,12794.99707,,,,
2022-07-14 18:30:00+00:00,Short,11791.81445,-93.13574219,0,-93.13574219,12701.86133,,,,
2022-07-14 19:30:00+00:00,Long,11765.33887,26.47558594,26.47558594,0,12728.33691,,,,
2022-07-15 13:30:00+00:00,Short,11940.88574,175.546875,0,175.546875,12903.88379,,,,
2022-07-22 15:30:00+00:00,Long,12402.08008,-461.1943359,-461.1943359,0,12442.68945,,,,
2022-07-22 16:30:00+00:00,Short,12368.02051,-34.05957031,0,-34.05957031,12408.62988,,,,
2022-07-22 17:30:00+00:00,Long,12341.5127,26.5078125,26.5078125,0,12435.1377,,,,
2022-07-27 13:30:00+00:00,Short,12384.22754,42.71484375,0,42.71484375,12477.85254,,,,
2022-08-05 14:30:00+00:00,Long,13074.31641,-690.0888672,-690.0888672,0,11787.76367,,,,
2022-08-05 19:30:00+00:00,Short,13206.71973,132.4033203,0,132.4033203,11920.16699,,,,
2022-08-08 15:30:00+00:00,Long,13152.22949,54.49023438,54.49023438,0,11974.65723,,,,
2022-08-09 14:30:00+00:00,Short,13026.20898,-126.0205078,0,-126.0205078,11848.63672,,,,
2022-08-09 15:30:00+00:00,Long,12947.72656,78.48242188,78.48242188,0,11927.11914,,,,
2022-08-10 15:30:00+00:00,Short,13316.06738,368.3408203,0,368.3408203,12295.45996,,,,
2022-08-15 13:30:00+00:00,Long,13548.68359,-232.6162109,-232.6162109,0,12062.84375,,,,
2022-08-15 14:30:00+00:00,Short,13570.91113,22.22753906,0,22.22753906,12085.07129,,,,
2022-08-17 13:30:00+00:00,Long,13469.01563,101.8955078,101.8955078,0,12186.9668,,,,
2022-08-24 14:30:00+00:00,Short,12972.27539,-496.7402344,0,-496.7402344,11690.22656,,,,
2022-08-24 16:30:00+00:00,Long,12900.74512,71.53027344,71.53027344,0,11761.75684,,,,
2022-08-24 17:30:00+00:00,Short,12928.31836,27.57324219,0,27.57324219,11789.33008,,,,
2022-08-26 14:30:00+00:00,Long,12814.77246,113.5458984,113.5458984,0,11902.87598,,,,
2022-08-26 16:30:00+00:00,Short,12772.4707,-42.30175781,0,-42.30175781,11860.57422,,,,
2022-08-26 17:30:00+00:00,Long,12712.04199,60.42871094,60.42871094,0,11921.00293,,,,
2022-09-02 13:30:00+00:00,Short,12395.75781,-316.2841797,0,-316.2841797,11604.71875,,,,
2022-09-02 16:30:00+00:00,Long,12133.04492,262.7128906,262.7128906,0,11867.43164,,,,
2022-09-06 14:30:00+00:00,Short,12065.73828,-67.30664063,0,-67.30664063,11800.125,,,,
2022-09-06 15:30:00+00:00,Long,12038.18066,27.55761719,27.55761719,0,11827.68262,,,,
2022-09-07 16:30:00+00:00,Short,12145.87109,107.6904297,0,107.6904297,11935.37305,,,,
2022-09-13 13:30:00+00:00,Long,12295.5,-149.6289063,-149.6289063,0,11785.74414,,,,
2022-09-19 18:30:00+00:00,Short,11938.54688,-356.953125,0,-356.953125,11428.79102,,,,
2022-09-20 17:30:00+00:00,Long,11814.79297,123.7539063,123.7539063,0,11552.54492,,,,
2022-09-20 18:30:00+00:00,Short,11860.64063,45.84765625,0,45.84765625,11598.39258,,,,
2022-09-20 19:30:00+00:00,Long,11851.94922,8.69140625,8.69140625,0,11607.08398,,,,
2022-09-21 13:30:00+00:00,Short,11927.82227,75.87304688,0,75.87304688,11682.95703,,,,
2022-09-21 17:30:00+00:00,Long,11783.81445,144.0078125,144.0078125,0,11826.96484,,,,
2022-09-28 14:30:00+00:00,Short,11365.94531,-417.8691406,0,-417.8691406,11409.0957,,,,
2022-09-29 13:30:00+00:00,Long,11144.16699,221.7783203,221.7783203,0,11630.87402,,,,
2022-09-29 15:30:00+00:00,Short,11149.38184,5.21484375,0,5.21484375,11636.08887,,,,
2022-09-29 17:30:00+00:00,Long,11077.58691,71.79492188,71.79492188,0,11707.88379,,,,
2022-10-03 13:30:00+00:00,Short,11147.82129,70.234375,0,70.234375,11778.11816,,,,
2022-10-03 15:30:00+00:00,Long,11131.32227,16.49902344,16.49902344,0,11794.61719,,,,
2022-10-03 16:30:00+00:00,Short,11190.79688,59.47460938,0,59.47460938,11854.0918,,,,
2022-10-06 13:30:00+00:00,Long,11476.72754,-285.9306641,-285.9306641,0,11568.16113,,,,
2022-10-06 14:30:00+00:00,Short,11589.09961,112.3720703,0,112.3720703,11680.5332,,,,
2022-10-06 15:30:00+00:00,Long,11543.1377,45.96191406,45.96191406,0,11726.49512,,,,
2022-10-06 16:30:00+00:00,Short,11572.23145,29.09375,0,29.09375,11755.58887,,,,
2022-10-06 17:30:00+00:00,Long,11530.01953,42.21191406,42.21191406,0,11797.80078,,,,
2022-10-13 16:30:00+00:00,Short,11015.22266,-514.796875,0,-514.796875,11283.00391,,,,
2022-10-13 17:30:00+00:00,Long,10958.58691,56.63574219,56.63574219,0,11339.63965,,,,
2022-10-13 18:30:00+00:00,Short,11042.34277,83.75585938,0,83.75585938,11423.39551,,,,
2022-10-14 16:30:00+00:00,Long,10776.80762,265.5351563,265.5351563,0,11688.93066,,,,
2022-10-17 13:30:00+00:00,Short,11037.0752,260.2675781,0,260.2675781,11949.19824,,,,
2022-10-17 16:30:00+00:00,Long,11054.18164,-17.10644531,-17.10644531,0,11932.0918,,,,
2022-10-18 13:30:00+00:00,Short,11208.92285,154.7412109,0,154.7412109,12086.83301,,,,
2022-10-19 13:30:00+00:00,Long,11223.77734,-14.85449219,-14.85449219,0,12071.97852,,,,
2022-10-20 14:30:00+00:00,Short,11218.44434,-5.333007813,0,-5.333007813,12066.64551,,,,
2022-10-20 15:30:00+00:00,Long,11146.37988,72.06445313,72.06445313,0,12138.70996,,,,
2022-10-21 15:30:00+00:00,Short,11143.93555,-2.444335938,0,-2.444335938,12136.26563,,,,
2022-10-24 13:30:00+00:00,Long,11207.33789,-63.40234375,-63.40234375,0,12072.86328,,,,
2022-10-24 14:30:00+00:00,Short,11327.00293,119.6650391,0,119.6650391,12192.52832,,,,
2022-10-27 14:30:00+00:00,Long,11293.79199,33.2109375,33.2109375,0,12225.73926,,,,
2022-10-28 15:30:00+00:00,Short,11467.18652,173.3945313,0,173.3945313,12399.13379,,,,
2022-10-31 13:30:00+00:00,Long,11359.09668,108.0898438,108.0898438,0,12507.22363,,,,
2022-10-31 14:30:00+00:00,Short,11420.52832,61.43164063,0,61.43164063,12568.65527,,,,
2022-11-01 15:30:00+00:00,Long,11304.58008,115.9482422,115.9482422,0,12684.60352,,,,
2022-11-02 17:30:00+00:00,Short,11391.78125,87.20117188,0,87.20117188,12771.80469,,,,
2022-11-02 18:30:00+00:00,Long,10984.66895,407.1123047,407.1123047,0,13178.91699,,,,
2022-11-04 19:30:00+00:00,Short,10856.37402,-128.2949219,0,-128.2949219,13050.62207,,,,
2022-11-09 18:30:00+00:00,Long,10867.46973,-11.09570313,-11.09570313,0,13039.52637,,,,
2022-11-10 14:30:00+00:00,Short,11390.54004,523.0703125,0,523.0703125,13562.59668,,,,
2022-11-16 16:30:00+00:00,Long,11733.53516,-342.9951172,-342.9951172,0,13219.60156,,,,
2022-11-16 17:30:00+00:00,Short,11757.94727,24.41210938,0,24.41210938,13244.01367,,,,
2022-11-16 18:30:00+00:00,Long,11725.59473,32.35253906,32.35253906,0,13276.36621,,,,
2022-11-16 19:30:00+00:00,Short,11691.60449,-33.99023438,0,-33.99023438,13242.37598,,,,
2022-11-17 14:30:00+00:00,Long,11628.58496,63.01953125,63.01953125,0,13305.39551,,,,
2022-11-21 14:30:00+00:00,Short,11577.48828,-51.09667969,0,-51.09667969,13254.29883,,,,
2022-11-21 16:30:00+00:00,Long,11532.8418,44.64648438,44.64648438,0,13298.94531,,,,
2022-11-21 19:30:00+00:00,Short,11554.48828,21.64648438,0,21.64648438,13320.5918,,,,
2022-11-21 20:30:00+00:00,Long,11553.44141,1.046875,1.046875,0,13321.63867,,,,
2022-11-22 16:30:00+00:00,Short,11625.74902,72.30761719,0,72.30761719,13393.94629,,,,
2022-11-28 18:30:00+00:00,Long,11580.75977,44.98925781,44.98925781,0,13438.93555,,,,
2022-11-30 18:30:00+00:00,Short,11890.16602,309.40625,0,309.40625,13748.3418,,,,
2022-12-05 14:30:00+00:00,Long,11872.25781,17.90820313,17.90820313,0,13766.25,,,,
2022-12-08 14:30:00+00:00,Short,11637.54199,-234.7158203,0,-234.7158203,13531.53418,,,,
2022-12-09 20:30:00+00:00,Long,11563.50586,74.03613281,74.03613281,0,13605.57031,,,,
2022-12-12 19:30:00+00:00,Short,11673.8623,110.3564453,0,110.3564453,13715.92676,,,,
2022-12-14 19:30:00+00:00,Long,11720.08105,-46.21875,-46.21875,0,13669.70801,,,,
2022-12-20 17:30:00+00:00,Short,11094.95215,-625.1289063,0,-625.1289063,13044.5791,,,,
2022-12-20 18:30:00+00:00,Long,11090.40527,4.546875,4.546875,0,13049.12598,,,,
2022-12-21 14:30:00+00:00,Short,11189.52441,99.11914063,0,99.11914063,13148.24512,,,,
2022-12-22 14:30:00+00:00,Long,10936.48047,253.0439453,253.0439453,0,13401.28906,,,,
2022-12-27 14:30:00+00:00,Short,10893.20215,-43.27832031,0,-43.27832031,13358.01074,,,,
2022-12-27 19:30:00+00:00,Long,10848.91504,44.28710938,44.28710938,0,13402.29785,,,,
2022-12-29 15:30:00+00:00,Short,10937.53027,88.61523438,0,88.61523438,13490.91309,,,,
2022-12-30 17:30:00+00:00,Long,10817.5957,119.9345703,119.9345703,0,13610.84766,,,,
2022-12-30 18:30:00+00:00,Short,10819.24512,1.649414063,0,1.649414063,13612.49707,,,,
2023-01-03 15:30:00+00:00,Long,10834.06934,-14.82421875,-14.82421875,0,13597.67285,,,,
2023-01-04 14:30:00+00:00,Short,10826.41309,-7.65625,0,-7.65625,13590.0166,,,,
2023-01-05 19:30:00+00:00,Long,10760.35645,66.05664063,66.05664063,0,13656.07324,,,,
2023-01-05 20:30:00+00:00,Short,10742.06738,-18.2890625,0,-18.2890625,13637.78418,,,,
2023-01-11 15:30:00+00:00,Long,11294.37695,-552.3095703,-552.3095703,0,13085.47461,,,,
2023-01-11 16:30:00+00:00,Short,11332.11035,37.73339844,0,37.73339844,13123.20801,,,,
2023-01-18 15:30:00+00:00,Long,11500.24316,-168.1328125,-168.1328125,0,12955.0752,,,,
2023-01-20 19:30:00+00:00,Short,11595.23633,94.99316406,0,94.99316406,13050.06836,,,,
2023-01-25 14:30:00+00:00,Long,11589.43945,5.796875,5.796875,0,13055.86523,,,,
2023-01-25 19:30:00+00:00,Short,11808.88965,219.4501953,0,219.4501953,13275.31543,,,,
2023-01-30 14:30:00+00:00,Long,11993.87598,-184.9863281,-184.9863281,0,13090.3291,,,,
2023-01-30 15:30:00+00:00,Short,12000.60938,6.733398438,0,6.733398438,13097.0625,,,,
2023-01-30 16:30:00+00:00,Long,11994.09766,6.51171875,6.51171875,0,13103.57422,,,,
2023-02-01 14:30:00+00:00,Short,12090.12305,96.02539063,0,96.02539063,13199.59961,,,,
2023-02-03 19:30:00+00:00,Long,12580.21289,-490.0898438,-490.0898438,0,12709.50977,,,,
2023-02-07 19:30:00+00:00,Short,12702.16699,121.9541016,0,121.9541016,12831.46387,,,,
2023-02-08 15:30:00+00:00,Long,12492.45996,209.7070313,209.7070313,0,13041.1709,,,,
2023-02-08 16:30:00+00:00,Short,12543.70215,51.2421875,0,51.2421875,13092.41309,,,,
2023-02-08 20:30:00+00:00,Long,12498.18945,45.51269531,45.51269531,0,13137.92578,,,,
2023-02-09 14:30:00+00:00,Short,12580.66504,82.47558594,0,82.47558594,13220.40137,,,,
